index,date,value,amount
HNX 30,2019-07-23,195.57,15.40K
HNX 30,2019-07-24,195.42,19.77K
HNX 30,2019-07-25,196.19,15.25K
HNX 30,2019-07-26,195.54,13.76K
HNX 30,2019-07-29,193.01,13.12K
HNX 30,2019-07-30,190.57,15.36K
HNX 30,2019-07-31,191.58,22.13K
HNX 30,2019-08-01,191.35,12.39K
HNX 30,2019-08-02,192.19,13.49K
HNX 30,2019-08-05,190.78,18.06K
HNX 30,2019-08-06,188.18,20.91K
HNX 30,2019-08-07,188.71,11.91K
HNX 30,2019-08-08,190.69,12.56K
HNX 30,2019-08-09,190.89,14.46K
HNX 30,2019-08-12,190.69,12.43K
HNX 30,2019-08-13,189.23,11.79K
HNX 30,2019-08-14,189.3,13.32K
HNX 30,2019-08-15,188.92,12.73K
HNX 30,2019-08-16,190.27,14.29K
HNX 30,2019-08-19,190.9,10.02K
HNX 30,2019-08-20,191.48,15.73K
HNX 30,2019-08-21,191.42,19.89K
HNX 30,2019-08-22,190.73,13.08K
HNX 30,2019-08-23,190.85,13.14K
HNX 30,2019-08-26,189.81,14.03K
HNX 30,2019-08-27,189.77,13.00K
HNX 30,2019-08-28,189.09,9.82K
HNX 30,2019-08-29,188.51,8.38K
HNX 30,2019-08-30,188.34,10.87K
HNX 30,2019-09-03,185.1,11.67K
HNX 30,2019-09-04,184.13,14.59K
HNX 30,2019-09-05,183.99,7.82K
HNX 30,2019-09-06,184.32,7.01K
HNX 30,2019-09-09,183.42,6.99K
HNX 30,2019-09-10,180.69,17.05K
HNX 30,2019-09-11,181.2,10.87K
HNX 30,2019-09-12,182.76,10.38K
HNX 30,2019-09-13,184.95,12.61K
HNX 30,2019-09-16,186.54,14.43K
HNX 30,2019-09-17,187.06,12.73K
HNX 30,2019-09-18,186.85,10.07K
HNX 30,2019-09-19,190.31,16.74K
HNX 30,2019-09-20,189.73,13.50K
HNX 30,2019-09-23,190.76,13.58K
HNX 30,2019-09-24,189.94,11.46K
HNX 30,2019-09-25,190.97,10.65K
HNX 30,2019-09-26,192.96,15.97K
HNX 30,2019-09-27,192.12,12.54K
HNX 30,2019-09-30,191.08,12.61K
HNX 30,2019-10-01,192.42,12.03K
HNX 30,2019-10-02,191.47,10.84K
HNX 30,2019-10-03,192.24,9.85K
HNX 30,2019-10-04,191.28,10.26K
HNX 30,2019-10-07,187.42,11.05K
HNX 30,2019-10-08,186.67,12.37K
HNX 30,2019-10-09,187.61,12.93K
HNX 30,2019-10-10,188.08,13.82K
HNX 30,2019-10-11,188.61,9.42K
HNX 30,2019-10-14,188.01,16.99K
HNX 30,2019-10-15,188.49,10.65K
HNX 30,2019-10-16,188.05,15.15K
HNX 30,2019-10-17,187.97,9.22K
HNX 30,2019-10-18,186.28,12.56K
HNX 30,2019-10-21,184.44,15.89K
HNX 30,2019-10-22,185.19,9.66K
HNX 30,2019-10-23,184.01,9.25K
HNX 30,2019-10-24,185.09,6.52K
HNX 30,2019-10-25,185.42,10.47K
HNX 30,2019-10-28,185.97,10.93K
HNX 30,2019-10-29,184.94,7.15K
HNX 30,2019-10-30,186.01,14.85K
HNX 30,2019-10-31,185.29,12.85K
HNX 30,2019-11-01,186.27,12.82K
HNX 30,2019-11-04,187.72,16.69K
HNX 30,2019-11-05,189.37,18.18K
HNX 30,2019-11-06,189.08,10.82K
HNX 30,2019-11-07,189.85,11.74K
HNX 30,2019-11-08,190.47,14.36K
HNX 30,2019-11-11,189.2,12.34K
HNX 30,2019-11-12,189.79,12.88K
HNX 30,2019-11-13,188.97,15.55K
HNX 30,2019-11-14,187.48,11.18K
HNX 30,2019-11-15,187.51,11.29K
HNX 30,2019-11-18,186.24,9.26K
HNX 30,2019-11-19,186.86,7.71K
HNX 30,2019-11-20,186.59,9.28K
HNX 30,2019-11-21,185.91,9.94K
HNX 30,2019-11-22,183.12,14.61K
HNX 30,2019-11-25,183.09,9.48K
HNX 30,2019-11-26,183.84,9.18K
HNX 30,2019-11-27,183.21,6.94K
HNX 30,2019-11-28,181.55,9.74K
HNX 30,2019-11-29,181.11,9.31K
HNX 30,2019-12-02,177.09,14.71K
HNX 30,2019-12-03,177.57,9.36K
HNX 30,2019-12-04,179.65,10.66K
HNX 30,2019-12-05,179.47,10.44K
HNX 30,2019-12-06,180.35,6.90K
HNX 30,2019-12-09,180.28,7.53K
HNX 30,2019-12-10,179.13,6.74K
HNX 30,2019-12-11,180.25,6.20K
HNX 30,2019-12-12,180.91,10.52K
HNX 30,2019-12-13,181.4,11.00K
HNX 30,2019-12-16,183.21,14.60K
HNX 30,2019-12-17,183.08,25.97K
HNX 30,2019-12-18,181.31,15.41K
HNX 30,2019-12-19,181.98,11.87K
HNX 30,2019-12-20,181.51,10.05K
HNX 30,2019-12-23,181.03,17.56K
HNX 30,2019-12-24,181.3,9.44K
HNX 30,2019-12-25,181.11,13.36K
HNX 30,2019-12-26,180.33,10.38K
HNX 30,2019-12-27,181.28,12.84K
HNX 30,2019-12-30,178.75,14.79K
HNX 30,2019-12-31,179.26,15.69K
HNX 30,2020-01-02,180.77,10.79K
HNX 30,2020-01-03,178.95,13.59K
HNX 30,2020-01-06,177.77,15.81K
HNX 30,2020-01-07,178.54,10.90K
HNX 30,2020-01-08,176.85,19.43K
HNX 30,2020-01-09,178.18,13.73K
HNX 30,2020-01-10,180.51,22.56K
HNX 30,2020-01-13,179.71,16.72K
HNX 30,2020-01-14,180.53,12.09K
HNX 30,2020-01-15,181.53,11.72K
HNX 30,2020-01-16,183.09,14.85K
HNX 30,2020-01-17,181.79,12.72K
HNX 30,2020-01-20,181.41,14.35K
HNX 30,2020-01-21,183.92,14.30K
HNX 30,2020-01-22,187.01,14.23K
HNX 30,2020-01-30,182.13,22.53K
HNX 30,2020-01-31,177.95,34.78K
HNX 30,2020-02-03,176.24,46.63K
HNX 30,2020-02-04,177.18,19.40K
HNX 30,2020-02-05,180.35,24.00K
HNX 30,2020-02-06,185.04,21.81K
HNX 30,2020-02-07,183.25,19.74K
HNX 30,2020-02-10,181.7,17.80K
HNX 30,2020-02-11,183.69,16.02K
HNX 30,2020-02-12,188.59,27.15K
HNX 30,2020-02-13,188.6,23.13K
HNX 30,2020-02-14,190.36,19.21K
HNX 30,2020-02-17,190.93,16.90K
HNX 30,2020-02-18,191.51,15.95K
HNX 30,2020-02-19,190.02,17.88K
HNX 30,2020-02-20,189.69,22.44K
HNX 30,2020-02-21,187.33,17.27K
HNX 30,2020-02-24,180.25,45.73K
HNX 30,2020-02-25,184.46,31.50K
HNX 30,2020-02-26,185.99,39.66K
HNX 30,2020-02-27,191.35,29.02K
HNX 30,2020-02-28,194.19,49.09K
HNX 30,2020-03-02,198.53,67.20K
HNX 30,2020-03-03,203.23,58.96K
HNX 30,2020-03-04,206.92,65.38K
HNX 30,2020-03-05,210.72,87.53K
HNX 30,2020-03-06,208.83,34.12K
HNX 30,2020-03-09,193.47,37.65K
HNX 30,2020-03-10,190.21,41.71K
HNX 30,2020-03-11,188.78,54.61K
HNX 30,2020-03-12,181.35,50.07K
HNX 30,2020-03-13,181.55,58.70K
HNX 30,2020-03-16,180.21,24.48K
HNX 30,2020-03-17,182.86,30.16K
HNX 30,2020-03-18,184.56,48.27K
HNX 30,2020-03-19,182.81,56.05K
HNX 30,2020-03-20,184.57,31.19K
HNX 30,2020-03-23,174.81,49.73K
HNX 30,2020-03-24,174.98,36.54K
HNX 30,2020-03-25,181.3,26.81K
HNX 30,2020-03-26,176.74,25.85K
HNX 30,2020-03-27,175.56,24.68K
HNX 30,2020-03-30,168.92,24.74K
HNX 30,2020-03-31,167.89,30.03K
HNX 30,2020-04-01,174.04,20.68K
HNX 30,2020-04-03,179.54,26.18K
HNX 30,2020-04-06,190.24,38.43K
HNX 30,2020-04-07,191.71,38.34K
HNX 30,2020-04-08,193.34,25.05K
HNX 30,2020-04-09,197.88,30.89K
HNX 30,2020-04-10,200.22,31.67K
HNX 30,2020-04-13,202.37,22.16K
HNX 30,2020-04-14,202.86,27.99K
HNX 30,2020-04-15,205.46,28.17K
HNX 30,2020-04-16,205.97,19.32K
HNX 30,2020-04-17,208.94,33.49K
HNX 30,2020-04-20,208.84,41.71K
HNX 30,2020-04-21,198.58,52.58K
HNX 30,2020-04-22,202.27,28.02K
HNX 30,2020-04-23,203.04,27.23K
HNX 30,2020-04-24,203.52,26.52K
HNX 30,2020-04-27,201.75,21.51K
HNX 30,2020-04-28,201.66,25.52K
HNX 30,2020-04-29,203.6,29.75K
HNX 30,2020-05-04,201.76,25.94K
HNX 30,2020-05-05,201.66,13.40K
HNX 30,2020-05-06,204.14,33.63K
HNX 30,2020-05-07,207.56,20.70K
HNX 30,2020-05-08,209.68,46.91K
HNX 30,2020-05-11,213.75,36.45K
HNX 30,2020-05-12,214.75,33.36K
HNX 30,2020-05-13,216.68,39.23K
HNX 30,2020-05-14,217.2,29.11K
HNX 30,2020-05-15,212.5,44.01K
HNX 30,2020-05-18,212.41,28.07K
HNX 30,2020-05-19,212.62,32.00K
HNX 30,2020-05-20,209.75,24.19K
HNX 30,2020-05-21,208.86,54.53K
HNX 30,2020-05-22,209.91,40.30K
HNX 30,2020-05-25,213.75,28.00K
HNX 30,2020-05-26,217.06,38.86K
HNX 30,2020-05-27,214.46,38.14K
HNX 30,2020-05-28,215.87,26.22K
HNX 30,2020-05-29,216.59,33.28K
HNX 30,2020-06-01,222.77,54.12K
HNX 30,2020-06-02,221.55,52.02K
HNX 30,2020-06-03,225.52,37.51K
HNX 30,2020-06-04,228.13,39.75K
HNX 30,2020-06-05,231.73,46.55K
HNX 30,2020-06-08,236.85,67.42K
HNX 30,2020-06-09,237.16,45.39K
HNX 30,2020-06-10,237.39,43.22K
HNX 30,2020-06-11,224.36,72.47K
HNX 30,2020-06-12,227.29,52.60K
HNX 30,2020-06-15,220.77,42.27K
HNX 30,2020-06-16,224.66,37.32K
HNX 30,2020-06-17,221.45,44.26K
HNX 30,2020-06-18,219.96,21.97K
HNX 30,2020-06-19,225.3,23.92K
HNX 30,2020-06-22,223.88,24.66K
HNX 30,2020-06-23,224.23,35.53K
HNX 30,2020-06-24,221.43,30.18K
HNX 30,2020-06-25,221.27,37.05K
HNX 30,2020-06-26,219.79,26.50K
HNX 30,2020-06-29,211.42,30.86K
HNX 30,2020-06-30,210.09,37.57K
HNX 30,2020-07-01,215.16,18.23K
HNX 30,2020-07-02,214.39,12.60K
HNX 30,2020-07-03,214.94,14.01K
HNX 30,2020-07-06,216.43,15.76K
HNX 30,2020-07-07,216.77,18.28K
HNX 30,2020-07-08,216.84,11.59K
HNX 30,2020-07-09,220.7,24.60K
HNX 30,2020-07-10,218.79,16.67K
HNX 30,2020-07-13,218.14,13.09K
HNX 30,2020-07-14,219.03,15.25K
HNX 30,2020-07-15,218.41,15.15K
HNX 30,2020-07-16,219.5,17.50K
HNX 30,2020-07-17,221.1,23.65K
HNX 30,2020-07-20,219.11,21.44K
HNX 30,2020-07-21,219.11,17.60K
HNX 30,2020-07-22,215.52,15.60K
HNX 30,2020-07-23,214.03,21.28K
HNX 30,2020-07-24,203.49,42.10K
HNX 30,2020-07-27,189.58,38.43K
HNX 30,2020-07-28,200.84,26.52K
HNX 30,2020-07-29,198.75,32.45K
HNX 30,2020-07-30,199.83,16.11K
HNX 30,2020-07-31,198.49,17.40K
HNX 30,2020-08-03,204.19,25.74K
HNX 30,2020-08-04,207.95,22.50K
HNX 30,2020-08-05,211.38,21.78K
HNX 30,2020-08-06,210.36,24.56K
HNX 30,2020-08-07,209.44,16.37K
HNX 30,2020-08-10,210.78,22.65K
HNX 30,2020-08-11,214.17,32.06K
HNX 30,2020-08-12,213.66,21.57K
HNX 30,2020-08-13,215.9,20.46K
HNX 30,2020-08-14,215.23,28.34K
HNX 30,2020-08-17,217.5,24.93K
HNX 30,2020-08-18,217.29,18.76K
HNX 30,2020-08-19,223.12,31.52K
HNX 30,2020-08-20,223.87,32.95K
HNX 30,2020-08-21,226.26,26.48K
HNX 30,2020-08-24,228.35,26.94K
HNX 30,2020-08-25,229.3,32.29K
HNX 30,2020-08-26,231.98,32.93K
HNX 30,2020-08-27,233.12,17.70K
HNX 30,2020-08-28,233.97,31.07K
HNX 30,2020-08-31,232.09,29.96K
HNX 30,2020-09-01,233.13,24.63K
HNX 30,2020-09-03,234.49,30.82K
HNX 30,2020-09-04,234.79,28.44K
HNX 30,2020-09-07,231.41,29.62K
HNX 30,2020-09-08,231.9,29.58K
HNX 30,2020-09-09,232.8,20.56K
HNX 30,2020-09-10,232.62,15.40K
HNX 30,2020-09-11,234.31,23.76K
HNX 30,2020-09-14,235.99,26.69K
HNX 30,2020-09-15,237.23,27.89K
HNX 30,2020-09-16,237.39,26.93K
HNX 30,2020-09-17,237.74,32.59K
HNX 30,2020-09-18,239.64,22.06K
HNX 30,2020-09-21,241.41,42.88K
HNX 30,2020-09-22,244.47,44.42K
HNX 30,2020-09-23,245.54,31.14K
HNX 30,2020-09-24,244.24,24.80K
HNX 30,2020-09-25,244.76,31.34K
HNX 30,2020-09-28,247.61,32.88K
HNX 30,2020-09-29,244.9,34.69K
HNX 30,2020-09-30,248.66,23.86K
HNX 30,2020-10-01,251.11,34.98K
HNX 30,2020-10-02,251.52,61.74K
HNX 30,2020-10-05,256.59,55.65K
HNX 30,2020-10-06,256.51,36.80K
HNX 30,2020-10-07,254.09,44.09K
HNX 30,2020-10-08,254.42,42.35K
HNX 30,2020-10-09,257.2,44.74K
HNX 30,2020-10-12,254.7,43.83K
HNX 30,2020-10-13,254.68,20.67K
HNX 30,2020-10-14,256.38,42.13K
HNX 30,2020-10-15,259.79,45.51K
HNX 30,2020-10-16,260.48,27.57K
HNX 30,2020-10-19,260.54,32.19K
HNX 30,2020-10-20,260.16,31.93K
HNX 30,2020-10-21,258.39,31.81K
HNX 30,2020-10-22,260.33,25.39K
HNX 30,2020-10-23,262.17,37.28K
HNX 30,2020-10-26,256.49,38.56K
HNX 30,2020-10-27,253.19,32.62K
HNX 30,2020-10-28,246.47,40.50K
HNX 30,2020-10-29,246.3,24.88K
HNX 30,2020-10-30,247.71,19.11K
HNX 30,2020-11-02,250.71,15.97K
HNX 30,2020-11-03,253.04,21.84K
HNX 30,2020-11-04,254.76,31.20K
HNX 30,2020-11-05,252.86,22.37K
HNX 30,2020-11-06,254.52,19.56K
HNX 30,2020-11-09,258.71,40.49K
HNX 30,2020-11-10,259.23,49.14K
HNX 30,2020-11-11,261.16,31.44K
HNX 30,2020-11-12,264.28,42.24K
HNX 30,2020-11-13,264.14,34.66K
HNX 30,2020-11-16,261.87,39.31K
HNX 30,2020-11-17,266.66,45.97K
HNX 30,2020-11-18,267.4,41.23K
HNX 30,2020-11-19,267.6,41.70K
HNX 30,2020-11-20,266.98,42.38K
HNX 30,2020-11-23,268.5,39.86K
HNX 30,2020-11-24,266.96,48.12K
HNX 30,2020-11-25,268.66,43.90K
HNX 30,2020-11-26,269.12,36.57K
HNX 30,2020-11-27,268.21,27.57K
HNX 30,2020-11-30,266.99,38.55K
HNX 30,2020-12-01,267.95,63.32K
HNX 30,2020-12-02,271.5,51.05K
HNX 30,2020-12-03,273.42,40.39K
HNX 30,2020-12-04,272.62,42.70K
HNX 30,2020-12-07,273.34,39.84K
HNX 30,2020-12-08,274.13,50.19K
HNX 30,2020-12-09,276.73,51.38K
HNX 30,2020-12-10,274.16,52.03K
HNX 30,2020-12-11,276.82,36.62K
HNX 30,2020-12-14,282.11,53.02K
HNX 30,2020-12-15,281.86,68.90K
HNX 30,2020-12-16,284.81,43.03K
HNX 30,2020-12-17,285.61,74.43K
HNX 30,2020-12-18,292.34,57.74K
HNX 30,2020-12-21,299.9,73.39K
HNX 30,2020-12-22,305.04,72.09K
HNX 30,2020-12-23,302.83,88.52K
HNX 30,2020-12-24,301.15,78.22K
HNX 30,2020-12-25,309.91,63.79K
HNX 30,2020-12-28,317.12,78.51K
HNX 30,2020-12-29,318.86,56.94K
HNX 30,2020-12-30,316.53,61.14K
HNX 30,2020-12-31,323.41,64.31K
HNX 30,2021-01-04,335.79,71.40K
HNX 30,2021-01-05,340.02,76.06K
HNX 30,2021-01-06,342.0,71.39K
HNX 30,2021-01-07,349.1,100.97K
HNX 30,2021-01-08,351.51,99.93K
HNX 30,2021-01-11,353.63,84.65K
HNX 30,2021-01-12,355.45,95.50K
HNX 30,2021-01-13,357.06,128.45K
HNX 30,2021-01-14,363.68,77.24K
HNX 30,2021-01-15,375.99,124.84K
HNX 30,2021-01-18,377.97,101.08K
HNX 30,2021-01-19,354.39,162.66K
HNX 30,2021-01-20,361.29,114.98K
HNX 30,2021-01-21,370.98,80.39K
HNX 30,2021-01-22,367.56,83.11K
HNX 30,2021-01-25,361.8,83.03K
HNX 30,2021-01-26,348.27,122.03K
HNX 30,2021-01-27,330.73,89.04K
HNX 30,2021-01-28,303.61,85.15K
HNX 30,2021-01-29,316.35,99.91K
HNX 30,2021-02-01,299.59,65.74K
HNX 30,2021-02-02,312.07,77.50K
HNX 30,2021-02-03,329.4,73.86K
HNX 30,2021-02-04,330.96,50.77K
HNX 30,2021-02-05,338.99,64.74K
HNX 30,2021-02-08,329.33,83.74K
HNX 30,2021-02-09,336.9,45.62K
HNX 30,2021-02-17,350.72,57.62K
HNX 30,2021-02-18,353.02,85.41K
HNX 30,2021-02-19,353.35,67.08K
HNX 30,2021-02-22,353.14,64.04K
HNX 30,2021-02-23,363.15,87.16K
HNX 30,2021-02-24,360.96,94.61K
HNX 30,2021-02-25,363.79,71.36K
HNX 30,2021-02-26,365.43,76.41K
HNX 30,2021-03-01,375.25,83.97K
HNX 30,2021-03-02,373.53,70.60K
HNX 30,2021-03-03,375.61,68.50K
HNX 30,2021-03-04,376.42,107.49K
HNX 30,2021-03-05,382.14,98.59K
HNX 30,2021-03-08,386.46,85.78K
HNX 30,2021-03-09,382.15,84.13K
HNX 30,2021-03-10,388.76,95.20K
HNX 30,2021-03-11,396.8,113.89K
HNX 30,2021-03-12,394.4,95.82K
HNX 30,2021-03-15,392.77,91.53K
HNX 30,2021-03-16,392.63,118.90K
HNX 30,2021-03-17,399.71,102.09K
HNX 30,2021-03-18,405.27,105.02K
HNX 30,2021-03-19,405.86,91.05K
HNX 30,2021-03-22,403.52,84.33K
HNX 30,2021-03-23,397.09,107.98K
HNX 30,2021-03-24,390.48,109.16K
HNX 30,2021-03-25,387.11,59.99K
HNX 30,2021-03-26,396.4,145.47K
HNX 30,2021-03-29,406.64,120.18K
HNX 30,2021-03-30,415.47,100.16K
HNX 30,2021-03-31,421.61,129.42K
HNX 30,2021-04-01,436.26,121.98K
HNX 30,2021-04-02,444.22,110.64K
HNX 30,2021-04-05,441.35,75.27K
HNX 30,2021-04-06,443.8,105.72K
HNX 30,2021-04-07,444.53,78.62K
HNX 30,2021-04-08,447.44,86.25K
HNX 30,2021-04-09,448.23,89.00K
HNX 30,2021-04-12,451.93,81.73K
HNX 30,2021-04-13,441.71,120.85K
HNX 30,2021-04-14,446.69,79.48K
HNX 30,2021-04-15,443.82,79.38K
HNX 30,2021-04-16,440.43,120.21K
HNX 30,2021-04-19,442.54,90.34K
HNX 30,2021-04-20,442.87,88.05K
HNX 30,2021-04-22,421.35,99.24K
HNX 30,2021-04-23,427.08,79.73K
HNX 30,2021-04-26,415.66,74.35K
HNX 30,2021-04-27,415.55,58.17K
HNX 30,2021-04-28,418.49,49.81K
HNX 30,2021-04-29,419.19,44.56K
HNX 30,2021-05-04,413.15,56.78K
HNX 30,2021-05-05,423.17,68.23K
HNX 30,2021-05-06,419.8,71.08K
HNX 30,2021-05-07,416.96,64.87K
HNX 30,2021-05-10,418.48,60.24K
HNX 30,2021-05-11,417.4,64.40K
HNX 30,2021-05-12,424.75,55.60K
HNX 30,2021-05-13,428.53,73.62K
HNX 30,2021-05-14,440.03,95.04K
HNX 30,2021-05-17,442.01,81.29K
HNX 30,2021-05-18,438.98,66.76K
HNX 30,2021-05-19,440.62,79.01K
HNX 30,2021-05-20,442.8,75.99K
HNX 30,2021-05-21,447.06,80.84K
HNX 30,2021-05-24,453.52,67.44K
HNX 30,2021-05-25,457.42,76.24K
HNX 30,2021-05-26,459.75,90.60K
HNX 30,2021-05-27,461.11,91.34K
HNX 30,2021-05-28,476.11,113.99K
HNX 30,2021-05-31,493.56,118.23K
HNX 30,2021-06-01,492.97,125.27K
HNX 30,2021-06-02,500.2,110.99K
HNX 30,2021-06-03,512.24,134.90K
HNX 30,2021-06-04,515.27,123.94K
HNX 30,2021-06-07,499.84,142.54K
HNX 30,2021-06-08,474.09,152.18K
HNX 30,2021-06-09,492.01,99.11K
HNX 30,2021-06-10,481.31,79.67K
HNX 30,2021-06-11,494.16,99.64K
HNX 30,2021-06-14,499.57,99.78K
HNX 30,2021-06-15,499.34,93.40K
HNX 30,2021-06-16,493.34,118.49K
HNX 30,2021-06-17,502.61,99.58K
HNX 30,2021-06-18,505.52,78.45K
HNX 30,2021-06-21,502.24,78.57K
HNX 30,2021-06-22,502.09,83.04K
HNX 30,2021-06-23,498.07,75.99K
HNX 30,2021-06-24,496.74,55.10K
HNX 30,2021-06-25,504.93,66.87K
HNX 30,2021-06-28,510.8,84.06K
HNX 30,2021-06-29,510.3,87.47K
HNX 30,2021-06-30,508.17,63.68K
HNX 30,2021-07-01,515.59,95.69K
HNX 30,2021-07-02,521.72,89.32K
HNX 30,2021-07-05,517.86,91.65K
HNX 30,2021-07-06,493.17,103.37K
HNX 30,2021-07-07,498.17,87.04K
HNX 30,2021-07-08,495.07,58.04K
HNX 30,2021-07-09,477.83,73.57K
HNX 30,2021-07-12,459.52,116.74K
HNX 30,2021-07-13,468.92,62.67K
HNX 30,2021-07-14,465.77,57.57K
HNX 30,2021-07-15,480.54,61.94K
HNX 30,2021-07-16,480.77,64.48K
HNX 30,2021-07-19,453.32,71.96K
HNX 30,2021-07-20,468.73,55.87K
HNX 30,2021-07-21,467.68,31.10K
HNX 30,2021-07-22,478.35,50.94K
HNX 30,2021-07-23,470.18,48.71K
HNX 30,2021-07-26,475.2,42.82K
HNX 30,2021-07-27,482.48,50.56K
HNX 30,2021-07-28,482.49,35.85K
HNX 30,2021-07-29,494.31,54.21K
HNX 30,2021-07-30,503.85,59.58K
HNX 30,2021-08-02,509.4,60.99K
HNX 30,2021-08-03,520.06,62.54K
HNX 30,2021-08-04,519.71,64.99K
HNX 30,2021-08-05,526.92,81.03K
HNX 30,2021-08-06,526.46,78.73K
HNX 30,2021-08-09,537.25,74.39K
HNX 30,2021-08-10,549.87,92.04K
HNX 30,2021-08-11,551.44,74.43K
HNX 30,2021-08-12,551.44,75.82K
HNX 30,2021-08-13,558.78,83.67K
HNX 30,2021-08-16,573.96,82.78K
HNX 30,2021-08-17,571.74,87.02K
HNX 30,2021-08-18,575.09,71.57K
HNX 30,2021-08-19,573.51,68.49K
HNX 30,2021-08-20,553.35,124.41K
HNX 30,2021-08-23,553.27,75.61K
HNX 30,2021-08-24,553.07,60.29K
HNX 30,2021-08-25,561.93,39.36K
HNX 30,2021-08-26,559.31,62.05K
HNX 30,2021-08-27,563.35,49.43K
HNX 30,2021-08-30,570.27,61.51K
HNX 30,2021-08-31,569.9,67.36K
HNX 30,2021-09-01,569.2,54.47K
HNX 30,2021-09-06,572.45,96.93K
HNX 30,2021-09-07,578.03,73.99K
HNX 30,2021-09-08,584.93,51.40K
HNX 30,2021-09-09,589.51,50.71K
HNX 30,2021-09-10,588.28,51.38K
HNX 30,2021-09-13,577.64,76.39K
HNX 30,2021-09-14,572.54,68.33K
HNX 30,2021-09-15,576.92,72.06K
HNX 30,2021-09-16,577.04,63.40K
HNX 30,2021-09-17,585.05,73.52K
HNX 30,2021-09-20,582.64,81.26K
HNX 30,2021-09-21,582.07,85.88K
HNX 30,2021-09-22,589.2,71.82K
HNX 30,2021-09-23,580.73,76.91K
HNX 30,2021-09-24,579.1,59.45K
HNX 30,2021-09-27,563.17,68.78K
HNX 30,2021-09-28,571.61,61.30K
HNX 30,2021-09-29,564.13,49.17K
HNX 30,2021-09-30,568.92,39.88K
HNX 30,2021-10-01,570.49,58.94K
HNX 30,2021-10-04,567.21,80.41K
HNX 30,2021-10-05,580.46,87.81K
HNX 30,2021-10-06,582.69,44.49K
HNX 30,2021-10-07,585.27,45.62K
HNX 30,2021-10-08,585.61,38.09K
HNX 30,2021-10-11,588.58,40.26K
HNX 30,2021-10-12,586.74,56.33K
HNX 30,2021-10-13,592.33,39.87K
HNX 30,2021-10-14,605.93,51.27K
HNX 30,2021-10-15,606.25,46.01K
HNX 30,2021-10-18,609.06,56.65K
HNX 30,2021-10-19,608.66,40.47K
HNX 30,2021-10-20,606.93,47.76K
HNX 30,2021-10-21,606.97,50.68K
HNX 30,2021-10-22,610.81,61.03K
HNX 30,2021-10-25,620.39,64.31K
HNX 30,2021-10-26,623.93,41.78K
HNX 30,2021-10-27,640.05,62.08K
HNX 30,2021-10-28,657.88,74.84K
HNX 30,2021-10-29,661.54,60.90K
HNX 30,2021-11-01,668.48,70.58K
HNX 30,2021-11-02,686.78,77.98K
HNX 30,2021-11-03,668.68,83.24K
HNX 30,2021-11-04,682.8,62.96K
HNX 30,2021-11-05,694.0,51.76K
HNX 30,2021-11-08,709.53,63.73K
HNX 30,2021-11-09,712.5,66.38K
HNX 30,2021-11-10,727.02,64.69K
HNX 30,2021-11-11,724.81,74.43K
HNX 30,2021-11-12,727.94,51.25K
HNX 30,2021-11-15,731.21,72.34K
HNX 30,2021-11-16,741.75,72.77K
HNX 30,2021-11-17,750.58,52.48K
HNX 30,2021-11-18,764.38,62.49K
HNX 30,2021-11-19,748.46,95.86K
HNX 30,2021-11-22,733.85,70.49K
HNX 30,2021-11-23,743.07,47.86K
HNX 30,2021-11-24,757.04,45.29K
HNX 30,2021-11-25,768.66,43.48K
HNX 30,2021-11-26,764.8,51.18K
HNX 30,2021-11-29,767.24,55.38K
HNX 30,2021-11-30,764.35,65.26K
HNX 30,2021-12-01,755.46,44.46K
HNX 30,2021-12-02,762.31,45.84K
HNX 30,2021-12-03,740.91,63.30K
HNX 30,2021-12-06,714.55,51.19K
HNX 30,2021-12-07,742.73,44.12K
HNX 30,2021-12-08,755.42,53.76K
HNX 30,2021-12-09,763.46,36.06K
HNX 30,2021-12-10,754.95,38.34K
HNX 30,2021-12-13,771.72,39.85K
HNX 30,2021-12-14,765.16,39.99K
HNX 30,2021-12-15,761.03,44.07K
HNX 30,2021-12-16,770.74,44.31K
HNX 30,2021-12-17,778.32,51.59K
HNX 30,2021-12-20,776.01,49.52K
HNX 30,2021-12-21,777.9,42.35K
HNX 30,2021-12-22,773.45,48.56K
HNX 30,2021-12-23,748.04,63.04K
HNX 30,2021-12-24,753.11,39.23K
HNX 30,2021-12-27,763.02,32.43K
HNX 30,2021-12-28,782.15,48.03K
HNX 30,2021-12-29,777.82,41.27K
HNX 30,2021-12-30,787.93,43.47K
HNX 30,2021-12-31,803.5,34.49K
HNX 30,2022-01-04,817.8,40.04K
HNX 30,2022-01-05,840.2,53.22K
HNX 30,2022-01-06,850.84,46.21K
HNX 30,2022-01-07,874.02,47.34K
HNX 30,2022-01-10,849.08,58.92K
HNX 30,2022-01-11,854.85,43.08K
HNX 30,2022-01-12,843.8,60.25K
HNX 30,2022-01-13,810.71,41.64K
HNX 30,2022-01-14,821.95,35.45K
HNX 30,2022-01-17,782.92,61.39K
HNX 30,2022-01-18,738.74,41.07K
HNX 30,2022-01-19,721.37,25.21K
HNX 30,2022-01-20,737.59,35.64K
HNX 30,2022-01-21,749.64,34.61K
HNX 30,2022-01-24,704.48,48.71K
HNX 30,2022-01-25,731.9,30.52K
HNX 30,2022-01-26,731.76,24.67K
HNX 30,2022-01-27,728.03,23.36K
